cid	SMILES	Binding_Modes
6ZF	CN(C)c1ccc(cn1)c2cc3c(c(n2)NCC4CCCNC4)nccn3	I
M61	CN(CC1COCCO1)S(=O)(=O)Nc2ccc3ccc4c(cc(cn4)c5cnn(c5)C6CCNCC6)c(=O)c3c2	I
DFY	CN(CCO)c1c2c(c(oc2ncn1)c3ccccc3)c4ccccc4	I
8O8	CN(Cc1cccc2c1ccnc2)C(=O)c3ccccc3C4CCNC4	I
6TE	CN(c1c2cc[nH]c2ncn1)C3CC(C3)NS(=O)(=O)C	I
4DO	CN(c1cccc2c1cn[nH]2)c3c(cnc(n3)Nc4ccc5c(c4)S(=O)(=O)NC5)F	I
FAV	CN(c1ccccc1Cl)C(=O)c2cc3c(s2)-c4ccccc4OC3	I
JNF	CN(c1nccc(n1)c2cnc3n2cccc3)C4CCCCC4	I
7CS	CN1C2CCC1CC(C2)OC(=O)c3c[nH]c4c3cccn4	I
6R0	CN1C2CCN(CC2CC1=O)C3CCC(CC3)Nc4c5c(c[nH]c5ncn4)C6CCOCC6	I
L8I	CN1CC2(C1)CNC(=O)c3c2[nH]c-4c3CCc5c4cc(nc5)c6ccccc6F	I
CPB;F9Z	CN1CCC(C(C1)O)c2c(cc(c3c2oc(cc3=O)c4ccccc4Cl)O)O	I
ZD6	CN1CCC(CC1)COc2cc3c(cc2OC)c(ncn3)Nc4ccc(cc4F)Br	I
1J4	CN1CCC(CC1)NC(=O)c2cc(c(cc2F)Nc3ncc4c(n3)N(CC(C(=O)N4C)(F)F)C5CCCC5)OC	I
79C	CN1CCC(CC1)NC(=O)c2ccc(c(c2)OC)Nc3ncc4c(n3)N(CC(C(=O)N4C)(F)F)C5CCCC5	I
9YV	CN1CCC(CC1)NC(=O)c2ccc(cc2)Nc3cc(c(cn3)C(=O)N)NCc4ccccc4	I
1PF	CN1CCC(CC1)Oc2ccc(cc2)c3c4c(cccc4OCC5CCCCC5)n[nH]3	I
BI2	CN1CCCC1CCn2cc(c3c2cccc3)C4=C(C(=O)NC4=O)c5c[nH]c6c5cccc6	I
RTZ	CN1CCCCC1CCN2c3ccccc3Sc4c2cc(cc4)SC	I
9G5	CN1CCCN(CC1)C(=O)c2cccc(c2)c3ccc(o3)C=C4c5cc(ccc5NC4=O)Cl	I
985	CN1CCCN(CC1)c2cncc(n2)c3cccc(c3)C=CC(=O)O	I
6KC	CN1CCN(CC1)C(=O)c2ccc(c(c2)c3ccccc3)NC(=O)c4csc5c4nc[nH]c5=O	I
4K4	CN1CCN(CC1)C2CCN(CC2)C(=O)c3ccc(c(c3)OC)Nc4ncc5c(n4)N(c6ccccc6C(=O)N5C)C	I
R4L	CN1CCN(CC1)C2CCN(CC2)C(=O)c3ccc(c(c3)OC)Nc4ncc5c(n4)N(c6ccccc6C(=O)N5C)C7CCCC7	I
6GY	CN1CCN(CC1)C2CCN(CC2)c3ccc(c(c3)OC)Nc4ncc(c(n4)Nc5ccccc5P(=O)(C)C)Cl	I
6JV	CN1CCN(CC1)CCCNC(=O)c2ccc(c(c2)OC)NC(=O)c3csc4c3nc[nH]c4=O	I
XZN	CN1CCN(CC1)CCCOc2cc3c(cc2OC)c(c(cn3)C#N)Nc4cc(c(c(c4)Cl)OC)Cl	I
6U2	CN1CCN(CC1)CCCOc2cccc(c2)CC(=O)Nc3nc(cs3)c4c[nH]c5c4cccn5	I
7AJ	CN1CCN(CC1)CCn2cc(c3c2cc(c(c3)OC)OC)c4cc5c(ccnc5[nH]4)Cl	I
HY7	CN1CCN(CC1)Cc2[nH]c(=O)c3c(n2)c4cc(ccc4o3)Br	I
MPZ	CN1CCN(CC1)Cc2ccc(cc2)C(=O)Nc3cccc(c3)Nc4nccc(n4)c5cccnc5	I
1J3	CN1CCN(CC1)NC(=O)c2ccc(c(c2)OC)Nc3ncc4c(n3)N(CC(C(=O)N4C)(C=C)F)C5CCCC5	I
6LQ	CN1CCN(CC1)S(=O)(=O)c2ccc(cc2)c3cc(c(nc3)N)C(=O)Nc4cnccc4CN5CCCC5	I
KDI	CN1CCN(CC1)S(=O)(=O)c2ccc(cc2)c3cnc(c(n3)C(=O)NCCCOC)N	I
GR9	CN1CCN(CC1)S(=O)(=O)c2ccc(cc2)c3cnc(c(n3)C(=O)Nc4cccnc4)N	I
A0Q	CN1CCN(CC1)c2ccc(c(c2)C(=O)Nc3cccnc3)OCc4ccccc4	I
937	CN1CCN(CC1)c2ccc(c(c2)Nc3ncc4c(n3)-c5c(c(nn5CCO)C(=O)N)CC4)OC(F)(F)F	I
B6Z	CN1CCN(CC1)c2ccc(c(c2)OC)Nc3nc(c(s3)C(=O)c4ccccc4)N	I
4LH	CN1CCN(CC1)c2ccc(c(c2)OC)Nc3ncc(c(n3)NCc4cccc(c4)NC(=O)C=C)Cl	I
0UN	CN1CCN(CC1)c2ccc(c(c2)OC)Nc3ncc(c(n3)Oc4cccc(c4)NC(=O)C=C)Cl	I
571	CN1CCN(CC1)c2ccc(cc2)C(=O)Nc3c4c([nH]n3)CN(C4)C(=O)C(c5ccccc5)O	I
W2K	CN1CCN(CC1)c2ccc(cc2)C(=O)Nc3cc(c[nH]c3=O)c4ccncc4	I
5Q4	CN1CCN(CC1)c2ccc(cc2)NC(=O)c3c(cc[nH]c3=O)Nc4ccccc4OC	I
5Q3	CN1CCN(CC1)c2ccc(cc2)NC(=O)c3c(cc[nH]c3=O)Nc4ccnc(n4)N	I
1K3	CN1CCN(CC1)c2ccc(cc2)Nc3nc4cccc(n4n3)c5ccc(cc5)OC	I
99J	CN1CCN(CC1)c2ccc(cc2)Nc3ncc4c(n3)n(n(c4=O)CC=C)c5cccc(n5)C(C(F)(F)F)O	I
8X2	CN1CCN(CC1)c2ccc(cc2)Nc3nccc(n3)c4cc5c([nH]4)CCNC5=O	I
199	CN1CCN(CC1)c2ccc(cc2)c3cc4c(c[nH]c4nc3)NC(=O)c5cccnc5	I
3DX	CN1CCN(CC1)c2ccc(cc2)c3cc4c5cc(ncc5[nH]c4nc3)C#N	I
3DW	CN1CCN(CC1)c2ccc(cc2)c3cc4c5cc(ncc5[nH]c4nc3)C(=O)O	I
6BF	CN1CCN(CC1)c2ccc(cc2)n3cc(cn3)c4ccncc4OCC5CCNCC5	I
LW4	CN1CCN(CC1)c2nc3ccccc3c(n2)C4=C(C(=O)NC4=O)c5c[nH]c6c5cccc6	I
971	CN1CCN(CC1=O)c2cc3c(cn2)[nH]nc3c4cccc(n4)N5CCNCC5	I
B5G	CN1CCc2c(sc(n2)NC(=O)c3cccc(c3)C4CCCN4C(=O)Nc5cccc(c5)C#N)C1	I
B4J	CN1CCc2c(sc(n2)NC(=O)c3cccc(c3)CNC(=O)c4ccc(c(c4)OC)OC)C1	I
7LV	CN1Cc2cnc3ccc(nc3c2N(C1=O)C4CCC(CC4)CN(C)C)c5cc(c(c(c5)Cl)O)Cl	I
1BQ	CN1c2ccc(cc2-c3c(cn[nH]3)S1(=O)=O)c4ccc(cc4)C(=O)N5CCC(CC5)CCO	I
B7B	CN1c2cnc(nc2N(C3CCCC3C1=O)C4CCCC4)Nc5ccc(cc5)C(=O)N	I
JNO	CNC(=O)CN1CCC(CC1)Nc2nccc(n2)c3cnc4n3cccc4	I
BQR	CNC(=O)CNc1cnc2ccc(cc2n1)c3ccc(c(c3)OC)OC	I
O92	CNC(=O)c1c(ncc(n1)c2ccc(c(c2)S(=O)(=O)Nc3cccc(c3F)F)Cl)N	I
EM7	CNC(=O)c1c(ncc(n1)c2cccc(c2)c3[nH]nnn3)N	I
WXV	CNC(=O)c1c2ccc3cnc(nc3c2n(n1)C)NC4CCN(CC4)S(=O)(=O)C	I
MK3	CNC(=O)c1cc2ccc(cc2s1)c3cc(ccc3O)Nc4ccnc(n4)N	I
50J	CNC(=O)c1ccc(cc1)NC(=O)c2cccc(c2)c3cn4ccnc4c(n3)Nc5ccc(c(c5)OC)OC	I
7KD	CNC(=O)c1ccc(cc1)Nc2ncc(c(n2)NCc3c(nccn3)N(C)S(=O)(=O)C)C(F)(F)F	I
3T8	CNC(=O)c1ccc-2c(c1)OCCc3c2sc(c3)C(=O)N(C)c4ccc(cc4Cl)C(=O)N5CCN(CC5)C	I
BI9	CNC(=O)c1ccccc1Nc2c(cnc(n2)Nc3ccc(cc3OC)N4CCOCC4)Cl	I
CQ8	CNC(=O)c1ccccc1Nc2cc(ncc2Cl)NC3CCOCC3	I
0TP	CNC(=O)c1cnc(c2c1sc(c2)c3ccc(cc3)N4CCOCC4)N	I
9YS	CNC(=O)c1cnc(cc1NC(Cc2ccccc2)CO)Nc3ccc4c(c3)scn4	I
1QN	CNCc1cc(ccn1)c2cn(nc2c3ccc(cc3)F)C	I
4CV	CNS(=O)(=O)c1ccc(c(c1)Nc2c3c(c[nH]c3ncn2)Br)N4CCOCC4	I
4EF	CNS(=O)(=O)c1ccc(c(c1)Nc2c3c(c[nH]c3ncn2)Cl)N4CCOCC4	I
C75	CNS(=O)(=O)c1ccc(cc1)c2ccc(o2)C=C3C(=O)NC(=N)S3	I
NVB	CNS(=O)(=O)c1ccc(cc1)c2cccc3c2nc(cn3)c4cc(c(c(c4)OC)OC)OC	I
4CW	CNS(=O)(=O)c1cccc(c1)Nc2c3c([nH]cn3)ncn2	I
CV4	CNS(=O)(=O)c1cccc(c1)Nc2cc(ncn2)Nc3ccc(cc3)C(F)(F)F	I
50O	CNc1c2c(c3cc(n(c3n1)CC(CO)O)C(=O)N(C4CC4)C5CC5)n(cn2)C	I
A1K	CNc1c2c(c[nH]c2nc(n1)Nc3ccc(cc3OC)C(=O)N4CCOCC4)Cl	I
5CP	CNc1cc(nc(n1)Nc2ccc(cc2)CC#N)Nc3cc([nH]n3)C4CC4	I
8FY	CNc1nc2c(c(c[nH]2)c3ccc4c(c3)cccn4)c(n1)NCc5ncccn5	I
HQB	CNc1ncc2cc3cnccc3c(c2n1)[N+](=O)[O-]	I
L7O	CNc1nccc(n1)c2cc(c(=O)[nH]c2)NC(=O)c3ccc(cc3)N4CCCCC4	I
796	CNc1nccc(n1)c2ccc(s2)C(=O)NC(Cc3ccc(cc3Cl)Cl)CN	I
7AA	COC(=N)c1nc2ccc3c(c2s1)c(ncn3)Nc4ccc(cc4Cl)Cl	I
0UU	COC(=O)C1CCC(CC1)n2c3cc(ccc3nc2NC(=O)c4ccccc4)CN5CCCCC5	I
7HK	COC(=O)Cc1ccc2c(c1)NC(=O)c3ccc(cc3N2)Nc4ccncc4	I
5H2	COC(=O)Nc1ccc-2c(c1)OCCc3c2sc(c3)c4nncn4c5ccccc5Cl	I
446	COC(=O)c1c(c2cc(ccc2c(=O)n1Cc3ccc(cc3)NC(=O)CCC(=O)O)Br)c4ccccc4	I
FOI	COC(=O)c1c(c2ccncc2o1)Nc3ccc4c(c3)CCC4=NO	I
F8E	COC(=O)c1cc(ccc1Br)Nc2c3cc[nH]c3ncn2	I
3SG	COC(=O)c1ccc(c(c1)NC(=O)c2cccc(c2)c3cc(ccc3CN)C(=O)Nc4ccncc4F)F	I
H7K	COC(=O)c1ccc(o1)c2c3c(n[nH]2)-c4ccc(cc4C3)CNC5CCC(CC5)O	I
JNK	COC1CCC(CC1)C(=O)Nc2cc(ccn2)c3ccnc(c3)Nc4ccc(cc4)F	I
3QY	COC1CCN(CC1)c2nccc(n2)Nc3cc4c(cc([nH]4)c5c[nH]nc5)cn3	I
3R0	COC1CCN(CC1)c2nccc(n2)Nc3cc4c(cn3)[nH]c(n4)c5c[nH]nc5	I
4YV	COC1CCN(CC1)c2nccc(n2)Nc3cc4c(cn3)ncn4C5CCCC5	I
42P	COCCCNc1nc(c(c(n1)Cl)c2nc3ccccc3s2)NC4CC(C(C4O)O)CO	I
8XH	COCCN1CCc2c(cc([nH]2)c3ccnc(n3)NC4CCOCC4)C1=O	I
EQZ	COCCN1Cc2ccc(cc2C1=O)c3c(cnc(n3)NC4CCOCC4)Cl	I
O17	COCCNC(=O)C=Cc1ccc(cc1OCC#N)Nc2cc(c(c(n2)NC34CC5CC(C3)CC(C5)C4)C#N)N	I
32W	COCCNC(=O)c1ccc(cc1)Nc2ncc3cc(ccc3n2)c4ccncc4	I
IQ7	COCCNC(=O)c1ccc2c(c1)nc(n2CCOC)c3cnc([nH]3)c4ccc(cc4)Cl	I
10Z	COCCNCc1ccc(cc1)Nc2ncc3cc(ccc3n2)c4ccncc4	I
2OL	COCCNc1nc2ccc(cc2n1c3ccnc(n3)N)C#CC4(CCCCC4)O	I
HGF	COCCOc1cc(cnc1)c2cc3c(ccc4c3[nH]c5c4C(=O)NCC5)cn2	I
9BD	COCCOc1cc2c(cc1OC)c3cc(nc(c3cn2)N)n4ccnc4	I
34U	COCCOc1ccc2c(c1)ncn2c3ccc4cccc(c4n3)N5CCC(CC5)N	I
G4V	COCCc1c[nH]c2c1c(ncn2)c3ccc4c(c3)N(CC(O4)(F)F)C=N	I
ZIG	COc1c(cc(cn1)c2ccc3c(c2)c(ccn3)c4ccnnc4)NS(=O)(=O)c5ccc(cc5F)F	I
E4S	COc1c(cc(cn1)c2ccc3c(c2)n(c(n3)N)c4ccc(cc4)N5CCOCC5)S(=O)(=O)Nc6ccccc6F	I
HUL	COc1c(cc2c(c1O)c(=O)cc(o2)c3ccc(cc3)O)O	I
6E2	COc1c(ccc2c1N=C(N3C2=NCC3)NC(=O)c4cnc(nc4)N)OCCCN5CCOCC5	I
2WG	COc1c(cnc(n1)c2ccnc(c2)NC(=O)C3CC3)C(=O)N	I
A42	COc1cc(c(cc1NC(=O)Nc2cnc(cn2)C#N)Cl)OC	I
H1K	COc1cc(c(cc1NC(=O)Nc2cnccn2)Cl)OC	I
5JG	COc1cc(c(cc1OC)F)c2[nH]c3c(n2)c(c(cn3)Cl)NCC4CCNCC4	I
B5S	COc1cc(cc(c1)O)Nc2ccc(c(c2)OCCCN)C(=O)Nc3ccccc3	I
6Z7	COc1cc(cc(c1)O)Nc2ccc(cc2)C(=O)Nc3ccc4c(c3)CNCC4	I
KZM	COc1cc(cc(c1)OC)Nc2c(c3nc(nn3c(n2)NC4CCCCC4N)c5cccc(c5)O)C(=O)N	I
KZI	COc1cc(cc(c1)OC)Nc2c(ncc(n2)NC3CCCCC3N)C(=O)N	I
JK2	COc1cc(cc(c1OC)OC)NC(=O)c2cccc(c2)n3c4ccc(cc4cn3)Nc5ccccc5F	I
JK1	COc1cc(cc(c1OC)OC)NC(=O)c2cccc(c2)n3cc(cn3)NC(=O)Nc4ccccc4	I
2NS	COc1cc(cc(c1OC)OC)Nc2nc3cccc(c3o2)c4cccc5c4[nH]cn5	I
7PY	COc1cc(cc(c1OC)OC)Nc2ncc3ccn(c3n2)c4ccccn4	I
7X2	COc1cc(cc(c1OC)OC)Nc2nccc(n2)Nc3c(ccc4c3OCO4)Cl	I
AM0	COc1cc(cc(c1OC)OC)Nc2ncnc(n2)n3c4ccccc4nc3Nc5ccccc5	I
844	COc1cc(cc(c1OC)OC)c2cc(cnc2)c3ccc(cc3)N4CCNCC4	I
A3F	COc1cc(cc(c1OC)OC)c2cc(cnc2N)c3cccc(c3)O	I
UNE	COc1cc(cc2c1oc(c2)C(=O)O)Br	I
45R	COc1cc(ccc1C(=O)Nc2ccc3c(c2)CCNCC3)c4c[nH]nc4	I
HK9	COc1cc(ccc1C(=O)O)c2ccc3c(c2)Nc4ccccc4NC3=O	I
B7V	COc1cc(ccc1Cl)Nc2c(cn(n2)C3COCCC3C#N)C(=O)N	I
49J	COc1cc(ccc1N)c2cc3c(c(sn3)N4CCOCC4)nc2	I
DL1	COc1cc(ccc1NC(=O)c2cccc(n2)c3ccn[nH]3)N4CCOCC4	I
J87	COc1cc(ccc1NC(=O)c2cnc(s2)c3cccnc3)N4CCOCC4	I
GS7	COc1cc(ccc1Nc2nc3c(cc[nH]3)c(n2)Nc4cccc(c4C(=O)N)F)CS(=O)(=O)C	I
HK4	COc1cc(ccc1O)C#Cc2c3c(n[nH]2)-c4cc(c(cc4C3)OC)OC	I
J19	COc1cc(ccc1O)C=C2C(=O)NC(=Nc3ccccc3Cl)S2	I
CUR	COc1cc(ccc1O)C=CC(=CC(=O)C=Cc2ccc(c(c2)OC)O)O	I
1HK	COc1cc(ccc1O)CCc2c3c(n[nH]2)-c4ccccc4C3	I
VGM	COc1cc(ccc1O)c2cc(c(nc2)N)c3ccc(cc3)C(=O)N	I
43A	COc1cc(ccc1O)c2ccc3c(c2)NC(=O)C3=Cc4ccc[nH]4	I
ABO	COc1cc(ccc1O)c2ccc3c(c2)[nH]nc3c4[nH]c5ccccc5n4	I
3T9	COc1cc(ccc1O)c2ccc3c(n[nH]c3n2)c4ccccc4	I
HK0	COc1cc(ccc1[N+](=O)[O-])c2ccc3c(c2)Nc4c(cccc4OCCN5CCOCC5)NC3=O	I
EFV	COc1cc(cnc1OC)c2ccc3c(n2)CN(C3=O)c4cnn(c4)CC#N	I
HK5	COc1cc-2c(cc1Cn3ccnc3)Cc4c2n[nH]c4c5ccc(cc5)C#N	I
3HK	COc1cc-2c(cc1OCCCN3CCOCC3)Cc4c2[nH]nc4c5ccc(cc5)C#N	I
HK3	COc1cc2=CC3=C(N=NC3=c2cc1OC)c4ccc(cc4)c5ccc(cc5)O	I
SNB	COc1cc2c(cc1Cl)C(=NCC2)c3cccc(c3)Br	I
HK1	COc1cc2c(cc1OC)-c3c(c([nH]n3)c4ccc(cc4)O)C2	I
HKC	COc1cc2c(cc1OC)-c3c(c(n[nH]3)c4ccc(cc4)c5[nH]nnn5)C2	I
G92	COc1cc2c(cc1OC)ncnc2C3CCN(CC3)C(=O)c4ccc(cc4)OC(F)(F)F	I
7X1	COc1cc2c(cc1OCCCN3CCCCC3)ncnc2Nc4c(ccc5c4OCO5)Cl	I
8I1;8H1	COc1cc2c3cc(nc(c3cnc2cc1OC)N)c4cc(cnc4)OCC(Cc5ccccc5)N	I
2HK	COc1cc2cc-3c([nH][nH]c3c2cc1OCCN4CCCCC4)c5ccc(cc5)c6ccc(cc6)O	I
7A7	COc1ccc(c(c1)F)Nc2c3c(ccc4c3sc(n4)C(=N)OC)ncn2	I
91O	COc1ccc(cc1)C(=O)C=CNc2cc(c(cc2Cl)C(=O)O)OC	I
HCK	COc1ccc(cc1)C(=O)Nc2ncc(s2)c3ccc(cc3)C(=O)O	I
BRK	COc1ccc(cc1)C(=O)c2c(nc(s2)Nc3ccc(cc3)OC)N	I
X2L	COc1ccc(cc1)C=C2c3cc(ccc3NC2=O)N	I
TMU	COc1ccc(cc1)CNC(=O)Nc2ncc(s2)[N+](=O)[O-]	I
RQQ	COc1ccc(cc1)CNC(=O)c2ccc3c(c2)nccn3	I
8QK	COc1ccc(cc1)N=Cc2c(ccc3c2oc4c3c(c(c(c4)Cl)O)Cl)O	I
JBI	COc1ccc(cc1)Nc2ncc3c(n2)n(c(n3)Nc4ccccc4F)C5CCCC5	I
9TO	COc1ccc(cc1)Nc2nccc(n2)c3c[nH]nc3c4cccnc4	I
SJJ	COc1ccc(cc1)c2c(nco2)C(=O)NCc3ccncc3	I
PFP	COc1ccc(cc1)c2c3c(ncnc3oc2c4ccc(cc4)OC)NCCO	I
751	COc1ccc(cc1)c2cccc(c2)S(=O)(=O)N3CCN(CC3)c4c(nccn4)c5ccc(cc5)OC	I
3HT	COc1ccc(cc1)n2cnc3c2cc(cc3)c4n[nH]c(=S)o4	I
7X3	COc1ccc(cc1Cl)Nc2ncnc(n2)Nc3cc(c(c(c3)OC)OC)OC	I
6QH	COc1ccc(cc1Cl)c2c(nco2)C(=O)NCCCn3cncn3	I
34O	COc1ccc(cc1F)CSc2nnc(o2)c3ccc4c(c3)OCO4	I
6JS	COc1ccc(cc1Nc2c3c(n[nH]c3ncn2)c4ccco4)c5ccco5	I
Z92	COc1ccc(cc1OC)C2=NNC(=O)C2=NNc3ccc(cc3)Cl	I
LCD	COc1ccc(cc1OC)C=C2C(=O)c3ccc(cc3O2)OCC(=O)O	I
0VF	COc1ccc(cc1OC)Nc2c3c(nc(n2)N4CCC(C4)NC(=O)c5ccc(cc5)C(=O)O)scn3	I
50H	COc1ccc(cc1OC)Nc2c3nccn3cc(n2)c4cccc(c4)C(=O)N	I
CG4	COc1ccc(cc1OC)Nc2c3nccn3cc(n2)c4cccc(c4)C(=O)Nc5ccc(cc5)C(=O)O	I
13K	COc1ccc(cc1OC)Nc2cc(nc(n2)N3CCOCC3)c4cnc(nc4)N	I
4T9	COc1ccc(cc1OC)Nc2cc3c(cc([nH]3)c4c[nH]nc4)cn2	I
2JZ	COc1ccc(cc1OC)Nc2nc(nc(n2)Nc3ccc4c(c3)cccn4)NCCc5ccccc5F	I
4KT	COc1ccc(cc1c2ccnc(c2)Nc3ccc(c(c3)OC)N4CCOCC4)C#N	I
B6B	COc1ccc(cc1c2cnc(c(n2)C(=O)c3cccnc3)N)N	I
1AM	COc1ccc2c(c1)C(=O)N(C2)c3nc(cs3)C(=O)Nc4cnccc4N5CCNCC5	I
4YK	COc1ccc2c(c1)[nH]c(=O)c3c2c4ccccc4s3	I
WYF	COc1ccc2c(c1)c(c3n2CCNC3)C=C4C(=O)c5c(cc(cc5O4)O)O	I
KBM	COc1ccc2c(c1)cc(o2)C(=O)c3ccc(cc3)Cl	I
G9E	COc1ccc2c(c1)ncnc2C3CCN(CC3)C(=O)c4ccc(cc4N)OC(F)(F)F	I
596	COc1ccc2c(c1CN3CCNCC3)OC(=Cc4c5ccccc5[nH]n4)C2=O	I
8GR	COc1ccc2c(c1CN3CCNCC3)OC(=Cc4c[nH]c5c4cccc5)C2=O	I
8GX	COc1ccc2c(c1CN3CCNCC3)OC(=Cc4c[nH]c5c4ccnc5)C2=O	I
8GU	COc1ccc2c(c1CN3CCNCC3)OC(=Cc4c[nH]c5c4nccc5)C2=O	I
090	COc1ccc2c(c1OC)nc([n+]3c2[nH]cc3)NC(=O)c4cccnc4	I
8R7	COc1ccc2c(ccnc2c1)c3ccc(c(c3)C4CCCC4)C(=O)O	I
4H5	COc1ccc2c3ccnc(c3n(c2c1)CC#N)Cl	I
AWR	COc1ccc2c3ccnc(c3n(c2c1)CCCCN)C(F)(F)F	I
1SB	COc1cccc(c1)CC(=O)NN=Cc2ccc(cc2)O	I
8UV	COc1cccc(c1)CC(=O)Nc2nc(cs2)c3ccnc(c3)N	I
4KK	COc1cccc(c1)CC(=O)Nc2nc(cs2)c3ccncc3	I
25Q	COc1cccc(c1)n2c(c(c3c2nc4ccccc4n3)C(=O)N)N	I
A5B	COc1cccc(c1C2=NCc3cnc(nc3-c4c2cc(cc4)Cl)Nc5ccc(c(c5)OC)C(=O)O)F	I
2NR	COc1cccc(c1c2cccc3c2oc(n3)Nc4cc(c(c(c4)OC)OC)OC)F	I
R70	COc1ccccc1C2=C(C(=O)NC2=O)Nc3ccc(cc3)C(=O)c4ccccc4	I
GUQ	COc1ccccc1C2=C(C(=O)NC2=O)Nc3nc4ccccc4s3	I
7CE	COc1ccccc1Nc2cc3c(cc([nH]3)c4cnco4)cn2	I
330	COc1ccccc1c2cc3c(c4cc(ccc4n3CCCO)O)c5c2C(=O)NC5=O	I
039	COc1ccccc1n2c(nc3cccc(c3c2=O)Cl)CSc4c5c([nH]cn5)ncn4	I
3UO	COc1ccncc1NC(=O)c2ccnc(c2)NC(=O)C3CC3	I
15G	COc1cnc(cc1c2cc3c([nH]2)CCNC3=O)COc4ccc(c(c4)F)F	I
0YO	COc1cnc(nc1c2cc3c([nH]2)CCNC3=O)c4cc5ccccc5nc4	I
NJD	COc1nc(nc(n1)Nc2ccc3c(c2)cn[nH]3)NCCc4c[nH]c5c4cccc5	I
2C3	COc1ncc2cc(c(=O)[nH]c2n1)C(=O)Nc3cc(ccc3Cl)C(=O)NC(CCN)c4cccc(c4)Cl	I
2C4	COc1ncc2cc(c(=O)[nH]c2n1)C(=O)Nc3cc(ccc3Cl)C(=O)OC	I
HET	CP(=O)(C)c1ccc(cc1)Nc2c3c(nc(n2)C4CCCC4)n(cn3)CCc5cccc(c5)O	I
D36	CS(=O)(=O)N(CCN)c1ccc(cn1)Nc2ncc3cnn(c3n2)C4CCCCCC4	I
JZX	CS(=O)(=O)N1CCN(CC1)Cc2cc3c(s2)c(nc(n3)c4ccc(nc4)N)N5CCOCC5	I
JZW	CS(=O)(=O)N1CCN(CC1)Cc2cc3c(s2)c(nc(n3)c4cccc(c4)CO)N5CCOCC5	I
GD9	CS(=O)(=O)N1CCN(CC1)Cc2cc3c(s2)c(nc(n3)c4cccc5c4cn[nH]5)N6CCOCC6	I
MMD	CS(=O)(=O)N1CCc2c1nc(nc2c3cnc(nc3)N)N4CCOCC4	I
4IH	CS(=O)(=O)NCCCNCc1ccc(c(c1)Cl)c2ccccc2	I
A0H	CS(=O)(=O)NCc1cccc(c1)c2cn3c(cnc3c(n2)Nc4ccc(cc4)N5CCOCC5)Cl	I
0UJ	CS(=O)(=O)NCc1nc2cnc3c(c2n1C4CC5CCC4C5)cc[nH]3	I
HBM	CS(=O)(=O)Nc1ccc(cc1)CCNC(=O)c2ccc(c3c2nc([nH]3)c4ccc(cc4Cl)Cl)O	I
D37	CS(=O)(=O)Nc1ccc(cn1)Nc2ncc3cnn(c3n2)C4CCCCCC4	I
4TW	CS(=O)(=O)Nc1cccc(c1)CC(=O)Nc2cc(cs2)c3ccnc(c3)F	I
6U1	CS(=O)(=O)Nc1cccc(c1)CC(=O)Nc2nc(cs2)c3c[nH]c4c3cccn4	I
7X6	CS(=O)(=O)Nc1cccc(c1)Nc2nccc(n2)Nc3c(ccc4c3OCO4)Cl	I
0K0	CS(=O)(=O)Nc1cccc(c1)c2cnc(c(n2)C(=O)NCC3CCNCC3)N	I
8OR	CS(=O)(=O)c1ccc(cc1)Nc2c3c(cc[nH]c3=O)nc(n2)NC4CCCCC4N	I
88A	CS(=O)(=O)c1ccc(cc1)c2cccn3c2nc(n3)Nc4ccc(cc4)N5CCOCC5	I
7X5	CS(=O)(=O)c1cccc(c1)Nc2nccc(n2)Nc3c(ccc4c3OCO4)Cl	I
X9F	CS(=O)(=O)c1cccc(c1)Nc2nccc(n2)Nc3cccc4c3cn[nH]4	I
LG8	C[N+]1=CC(=C2C(=C3c4ccccc4[N+]5=C3CC(CC5)CN(C)C)C(=O)NC2=O)c6c1cccc6	I
CQU	Cc1[nH]c(nn1)c2ccccc2Nc3c4cc[nH]c4ncn3	I
274	Cc1c([nH]c(c1C(=O)N2CCN(CC2)C)C)C=C3c4cc(ccc4NC3=O)S(=O)(=O)N(C)c5cccc(c5)Cl	I
B9K	Cc1c([nH]c(n1)SC)c2ccnc(c2)Nc3ccc(cc3)N4CCOCC4	I
SU6	Cc1c(c([nH]c1C=C2c3ccccc3NC2=O)C)CCC(=O)O	I
MMH	Cc1c(c([nH]n1)NN=Cc2ccc(cc2)OC)C(=O)Nc3cccc(c3)NC(=O)C	I
5BE	Cc1c(c(n[nH]1)c2[nH]c3cc(ccc3n2)C(C)C)C(=O)NC4CCN(CC4)C	I
E75	Cc1c(c(no1)c2ccccc2)c3ccnc(n3)NC4CCC(CC4)O	I
4FJ	Cc1c(c2ccc(cc2nc1c3ccccn3)F)N4CC5(CCOCC5)c6c4cc(cn6)N7CCOCC7	I
FJY	Cc1c(c2ccc(cc2nc1c3cccnc3)F)N4CC(c5c4cc(cc5)N6CCOCC6)(C)C	I
PDS	Cc1c(c2ccccc2[nH]1)C3=C(C(=O)NC3=O)c4c(n(c5c4cccc5)CCCN(C)C)C	I
OFG	Cc1c(c[nH]n1)c2cc(c(nc2)N)OC(C)c3cc(ccc3n4nccn4)F	I
3TA	Cc1c(cc(cn1)CCCN(C)C)Nc2ncc3c(n2)-c4ccc(cc4NC(=S)C3)Cl	I
